,Title,DATE,SENTIMENT,IMPACT_SCORE
468,"10 things in tech: Amazon Prime Day, Netflix org chart, Microsoft gaming",2021/6/21,neutral,0.17046137
469,Microsoft (MSFT) Market Value Hits $2 Trillion,2021/6/22,positive,0.90971255
470,"Microsoft Opens Windows, But Reverts to Old Competitive ...",2021/6/24,positive,0.852458
471,"Buy Facebook, Apple, Amazon, Microsoft, Google at 40x ...",2021/6/24,positive,0.8849838
472,Microsoft challenges Apple's business model with new ...,2021/6/24,positive,0.56911975
473,Microsoft just took a direct shot at Apple's controversial App Store policy,2021/6/24,neutral,0.034066398
474,Microsoft says new breach discovered in probe of suspected SolarWinds hackers,2021/6/25,negative,-0.842564
475,Microsoft says new breach discovered in probe of suspected ...,2021/6/27,negative,-0.5047052
476,"Microsoft, Sompo to invest $25 mln in GM-backed startup Wejo",2021/6/29,neutral,0.046742257
477,Microsoft general counsel Dev Stahlkopf jumps to Cisco,2021/6/29,neutral,-0.007126346
478,A Top Microsoft Exec Explains Strategy for Booming Low ...,2021/6/29,positive,0.72287965
479,AT&T Agrees to Outsource Its 5G Network to Microsoft's Azure,2021/6/30,positive,0.6149501
480,AT&T to run core 5G network on Microsoft's cloud,2021/6/30,positive,0.6007692
481,Bill Gates liked to party during Microsoft's early days,2021/6/30,negative,-0.91178197
482,Google and Microsoft shut down six-year legal ceasefire,2021/6/30,negative,-0.6792699
483,AWS Bought Wickr to Catch up to Microsoft and for ...,2021/6/30,neutral,0.35028306
484,"Amazon Plans 'Rebel Alliance' With Slack, Dropbox to Fight ...",2021/7/1,positive,0.656773
485,Microsoft's (MSFT) JEDI Pentagon Contract Scrapped ...,2021/7/6,negative,-0.955606
486,Microsoft's (MSFT) JEDI Pentagon Contract Scrapped ...,2021/7/6,negative,-0.955606
487,The fight by Microsoft and Amazon for the Pentagon's cloud ...,2021/7/6,negative,-0.9358095
488,The fight by Microsoft and Amazon for the Pentagon's cloud ...,2021/7/6,negative,-0.9358095
489,"Pentagon calls off $10B JEDI contract impacting Microsoft, Amazon",2021/7/6,negative,-0.94105774
490,"Pentagon calls off $10B JEDI contract impacting Microsoft, Amazon",2021/7/6,negative,-0.94105774
491,Microsoft says to update computers immediately over security flaw,2021/7/7,negative,-0.8801347
492,"Microsoft giving out $1,500 pandemic bonuses: The Verge",2021/7/8,neutral,-0.08689637
493,Microsoft Has a Credibility Problem After Losing $10 Billion ...,2021/7/11,negative,-0.92132866
494,AWS and Salesforce Are Great Allies to Fight Off Microsoft,2021/7/11,positive,0.82634246
495,Microsoft Agrees to Acquire Cybersecurity Company RiskIQ,2021/7/12,positive,0.8934778
496,Microsoft Puts Windows in the Cloud for Remote Workers,2021/7/14,positive,0.5646125
497,Microsoft to offer cloud-based version of Windows operating ...,2021/7/14,positive,0.59914607
498,Microsoft Is Building Deeper Ties Between Teams and ...,2021/7/14,neutral,0.25552705
499,Microsoft Puts on Its Game Face - WSJ,2021/1/25,positive,0.6415974
500,"Tech Giants Apple, Microsoft and Tesla Headline a Busy ...",2021/1/23,negative,-0.21023332
501,Microsoft Designer Fell Out of Bed and Found a Mission,2021/1/8,neutral,0.04265767
502,"Microsoft, Wells Fargo Satisfied Trump Labor Department on ...",2021/3/6,neutral,0.093078
503,"Behind Microsoft's Nuance Deal: Natural Language Processing, Explained",2021/4/13,positive,0.9307146
504,How Microsoft's Chief Accessibility Officer Does Her Job,2021/5/3,positive,0.67906815
505,Microsoft Discloses New Customer Hack Linked to SolarWinds Cyberattackers,2021/6/26,negative,-0.80564636
506,Microsoft's Combination of CEO and Chairman Roles Goes Against Trend,2021/6/17,neutral,-0.030943835
507,Microsoft Launches Windows 11 in a Reboot for the App-Economy Age,2021/6/25,positive,0.89113945
508,Biden Administration Blames Hackers Tied to China for ...,2021/7/19,negative,-0.6703582
509,"Microsoft Aims to Put Windows in Hands of Apple, Android Users Through Hybrid Work",2021/7/14,neutral,0.0941062
510,Why Microsoft Centered the Start Button in Windows 11,2021/7/23,neutral,0.1900738
511,Microsoft Introduces Emissions-Tracking Tools Based on Predictive Analytics,2021/7/14,positive,0.025319219
512,"U.S. Taps Amazon, Google, Microsoft, Others to Help Fight ...",2021/8/5,neutral,0.26510394
513,"Slack, Trello, Microsoft Teams: Features to Look for in ...",2021/7/29,neutral,0.05403895
514,Microsoft Keeps Surface in Its Place - WSJ,2021/9/23,neutral,0.2454205
515,"Amazon, Microsoft Help Lift Cloud Startup Databricks to Sky-High Valuation",2021/9/9,positive,0.9316454
516,"Microsoft, Las Vegas Sands, AMC: What to Watch When the ...",2021/9/15,neutral,0.009462733
517,Microsoft Eclipses Apple as Most Valuable Company,2021/10/29,positive,0.9302423
518,Companies From IKEA to Microsoft Call for Clear Climate ...,2021/10/29,neutral,0.10947113
519,"Microsoft's Bing Halts Autofill Feature in China, Citing Local ...",2021/12/17,negative,-0.9210652
520,Why Microsoft's Huge Quarter Is Great News for Electronic Arts,2021/1/30,positive,0.9129597
521,Better Buy: Salesforce vs. Microsoft,2021/1/20,neutral,0.42012733
522,GM Stock Jumps Again as Microsoft Partners With Cruise,2021/1/21,positive,0.8033029
523,3 Reasons Microsoft Is a Great Growth Stock,2021/2/2,neutral,0.07231735
524,3 Reasons Microsoft Is Still a Growth Stock,2021/2/6,positive,0.71497935
525,Battle of Dividend Stocks: Microsoft vs. Apple,2021/3/21,positive,0.49304852
526,Better Buy: Apple vs. Microsoft,2021/3/13,neutral,-0.20839773
527,Can Autodesk Be the Microsoft of Construction?,2021/4/1,positive,0.60483503
528,Microsoft (MSFT) Q3 2021 Earnings Call Transcript,2021/4/28,neutral,0.077885784
529,Here's Why Microsoft Just Spent $19.7 Billion to Acquire ...,2021/4/12,positive,0.9267746
530,Is Microsoft Stock a Buy?,2021/4/5,positive,0.677706
531,What Microsoft's New $22 Billion Government Contract Means ...,2021/4/8,positive,0.8860118
532,How High Can Microsoft's and Alphabet's Margins Go?,2021/4/29,positive,0.72921294
533,Better Buy: Amazon vs. Microsoft,2021/4/16,positive,0.6397887
534,Why Microsoft Wants to Buy Nuance,2021/4/21,neutral,0.21957965
535,Pentagon Considers Dropping Microsoft JEDI Effort,2021/5/10,negative,-0.92968464
536,Should Salesforce Investors Be Worried About Microsoft?,2021/5/20,positive,0.50232995
537,3 Reasons Microsoft Is Not Done Growing,2021/5/8,positive,0.89378643
538,Better Buy: Zoom Video Communications vs. Microsoft,2021/6/1,positive,0.9297011
539,Microsoft Is Now Worth $2 Trillion -- Here's How It Gets to $3 ...,2021/6/26,positive,0.7338679
540,Will Windows 11 Help or Harm Microsoft Investors?,2021/7/1,neutral,0.14976907
541,Better Buy: Microsoft vs. IBM,2021/6/18,neutral,0.31487295
542,Microsoft's Xbox Gaming Is Expanding to Connected TVs and ...,2021/6/10,positive,0.84836817
543,"Near an All-Time High, Microsoft Stock May Still Be a Buy",2021/6/16,neutral,0.10862452
544,Microsoft (MSFT) Q4 2021 Earnings Call Transcript,2021/7/28,neutral,0.11897608
545,3 Reasons Microsoft Needs to Reveal Azure's Financials,2021/8/3,neutral,0.120519415
546,Will Salesforce Be Worth More Than Microsoft by 2030?,2021/7/11,neutral,0.0545514
547,Could the Microsoft-Teladoc Partnership Threaten Veeva ...,2021/7/31,positive,0.9062085
548,Microsoft Is About to Return an Absurd Amount of Cash to ...,2021/9/18,neutral,0.11581417
549,"How to Invest in Microsoft for Less Than the Cost of ""NBA 2K22""",2021/9/7,neutral,0.11185018
550,How A Dividend-Buyback Combo Could Lead Microsoft's ...,2021/9/10,neutral,0.40381986
551,Microsoft Pledges $60 Billion in Share Buybacks -- Here Are 4 ...,2021/9/21,positive,0.73039246
552,"Could This Tiny Company Take on Amazon, Microsoft, and ...",2021/10/5,neutral,0.12982276
553,Is It Too Late to Buy Microsoft Stock?,2021/11/1,positive,0.90097296
554,This Key Product Could Give Microsoft's Earnings a Nice Boost,2021/10/23,positive,0.8504667
555,Microsoft Windows 11: What Investors Need to Know,2021/10/8,neutral,0.22191316
556,"If You'd Invested $1,000 in Microsoft in 2014, This Is How ...",2021/10/19,positive,0.5596416
557,Here's How Microsoft Is Using Artificial Intelligence,2021/10/13,neutral,0.19646414
558,Should Investors Worry After Microsoft's CEO Sells 838K ...,2021/12/8,neutral,0.012909122
559,Microsoft Had 2 Big Under-the-Radar Announcements ...,2021/12/22,neutral,0.4160887
560,Should Investors Worry After Microsoft's CEO Sells 838K ...,2021/12/8,neutral,0.012909122
561,How Would Microsoft Perform During a Recession?,2021/12/20,positive,0.8276285
562,"Israeli Firm's Spyware Used Against Dissidents, Microsoft Says",2021/7/15,neutral,0.060590923
563,Microsoft says Israeli group sold tools to hack Windows,2021/7/15,neutral,0.2775904
564,Clippy the paperclip could soon return to Microsoft Office,2021/7/15,neutral,-0.017370403
565,4 Companies AWS Could Buy to Compete With Microsoft in ...,2021/7/15,neutral,0.19813704
566,Amazon and Microsoft Cloud Growth Threatened by Lack of IT ...,2021/7/18,neutral,0.040173348
567,"U.S., U.K., Allies Tie Chinese Government to Microsoft Hack",2021/7/19,negative,-0.6335353
568,AWS Can't Challenge Microsoft's Software Dominance ...,2021/7/21,neutral,0.0998359
569,"Google Faces Off With Amazon, Microsoft to Become a Cloud ...",2021/7/26,negative,-0.66110134
570,Microsoft (MSFT) Stock Drops on Azure Concern After Sales ...,2021/7/27,positive,0.9086988
571,"Watch Microsoft Earnings 'Stellar,' Wedbush's Dan Ives Says ...",2021/7/27,negative,-0.40878677
572,Microsoft sees steady cloud growth after record quarterly profit,2021/7/27,positive,0.9219664
573,Google and Microsoft Clash Over Documents in U.S. Antitrust ...,2021/7/29,neutral,-0.24425349
574,Microsoft looks to tap into India's Oyo before its potential IPO ...,2021/7/29,neutral,0.3523204
575,U.S. judge says Google request for Microsoft documents is ...,2021/7/30,negative,-0.8242775
576,Microsoft Exchange Used to Hack Diplomats Before 2021 ...,2021/8/4,neutral,-0.17681669
577,How to enable and use Kids Mode in Microsoft Edge,2021/8/5,neutral,0.022048227
578,Microsoft cofounder's $278M superyacht snapped up by mystery buyer,2021/8/7,neutral,-0.17518577
579,"The Cloud Honeymoon Is Over for AWS, Microsoft; Helping ...",2021/8/15,neutral,-0.3647621
580,"Databricks CEO Sees AWS, Microsoft, Google Move to 'Sky ...",2021/8/16,neutral,0.102664486
581,Microsoft to raise prices as much as 20% for some flagship ...,2021/8/19,neutral,0.23123972
582,Microsoft invests $5 mln in SoftBank-backed Oyo,2021/8/20,neutral,0.09189075
583,Microsoft stock outlook: 18% upside after Office 365 price increase,2021/8/20,positive,0.93582684
584,"Apple's Tim Cook, Microsoft's Satya Nadella Plan to Visit ...",2021/8/23,neutral,0.07501062
585,"Apple, Google, Microsoft, JPMorgan, Amazon CEOs Join ...",2021/8/25,neutral,-0.020424098
586,Microsoft Promotes Product Chief Panay to Senior Leadership ...,2021/8/25,positive,0.4804425
587,Amazon Veteran Charlie Bell Is Taking a Job at Microsoft ...,2021/8/25,neutral,0.1434919
588,Microsoft Recruits Veteran Amazon Cloud Executive Charlie Bell,2021/8/26,neutral,-0.123851985
589,Microsoft-Leased Building Near MIT Sells for $825 Million,2021/8/26,neutral,0.31155625
590,The best Microsoft Office alternatives of 2021,2021/8/26,neutral,0.073324144
591,"Microsoft Cloud Databases Vulnerable for Years, Firm Says",2021/8/27,negative,-0.8977656
592,"Researchers, cybersecurity agency urge action by Microsoft ...",2021/8/29,negative,-0.81079453
593,"Microsoft's 8 Most Important Departures in 2021, and 3 Key ...",2021/8/29,negative,-0.9397842
594,"Apple, Amazon, Microsoft and Google Play Nice with Biden in ...",2021/8/30,neutral,0.08373807
595,"Google, Facebook, Microsoft top EU lobbying spending - study",2021/8/31,positive,0.832926
596,Top Chinese tech regulator holds video meet with Microsoft ...,2021/9/1,neutral,0.44458178
597,"Amazon, Google, Microsoft Vie for Work on ICE RAVEn Data ...",2021/9/1,neutral,0.06944995
598,How Cisco Poaches Execs From Competitors Like Microsoft,2021/9/3,positive,0.8798443
599,Microsoft rolls out personalized news feed,2021/9/7,neutral,0.12630467
600,Microsoft warns Azure customers of flaw that could have ...,2021/9/8,negative,-0.58995306
601,Microsoft Scraps Return-to-Office Plan as Delta Variant Rages,2021/9/9,negative,-0.950795
602,Microsoft Teams With SoftBank-Backed Oyo on AI-Driven ...,2021/9/9,positive,0.905495
603,Microsoft and LinkedIn won't have firm return-to-office dates,2021/9/9,neutral,0.3882797
604,Microsoft Has Turned Windows 11 Into a 'on-Ramp' for Its Cloud,2021/9/12,neutral,0.05196139
605,Microsoft Backs Startup That Helps Fight Fake Online Images,2021/9/14,positive,0.5788225
606,Microsoft to buy back up to $60 bln in shares; names Brad ...,2021/9/14,positive,0.92098737
607,Microsoft Plans to Buy Back Up to $60 Billion in Stock,2021/9/15,positive,0.5185665
608,Amazon Loss of Executive to Microsoft Sets Up Potential Clash,2021/9/15,negative,-0.56909657
609,Former AWS veteran Charlie Bell to head cybersecurity ops at ...,2021/9/15,positive,0.74400127
610,"Wells Fargo picks Microsoft, Google as cloud service providers",2021/9/15,neutral,0.20292436
611,"Biden enlists Disney, Microsoft CEOs in push for vaccine ...",2021/9/15,positive,0.8461368
612,"Top Microsoft Execs Leading Artificial Intelligence, Machine ...",2021/9/15,neutral,0.21679847
613,"Biden to meet Microsoft, Disney execs on vaccine mandates: WSJ",2021/9/15,neutral,-0.17777579
614,Microsoft Backs New FDIC Fund for Minority-Owned Banks,2021/9/16,neutral,0.3830164
615,"India Taps Amazon, Microsoft for Farm Tech as Modi Eyes ...",2021/9/16,negative,-0.91671616
616,Microsoft's Hire of Top AWS Exec Ignites Debate About ...,2021/9/16,neutral,0.051943254
617,Google Cloud Tries to Be Top SAP Cloud and Beat Out ...,2021/9/17,positive,0.9277942
618,"American Airlines, Microsoft join Gates-backed program to ...",2021/9/19,positive,0.8404445
619,"Microsoft Amps Up Hardware Push With 5G Phone, Pro Laptop",2021/9/22,positive,0.7482751
620,Freshworks CEO Explains Its Advantage Over Salesforce and ...,2021/9/23,positive,0.8846997
621,How to turn on dark mode in Microsoft Outlook,2021/9/24,neutral,-0.005771071
622,Microsoft Surface Is Now a Tool for Winning Over Windows ...,2021/9/25,neutral,0.34408814
623,Microsoft CEO Calls TikTok Deal 'Strangest Thing' He's ...,2021/9/27,neutral,-0.2523038
624,Microsoft CEO says failed TikTok deal 'strangest thing I've ...,2021/9/27,neutral,0.34507284
625,Microsoft Allows Epic Games on Its App Store Without Fee,2021/9/28,neutral,0.06257449
626,"Microsoft to allow Epic Games, Amazon storefronts on its app ...",2021/9/28,neutral,0.14986576
627,"Amazon, Microsoft, and Google Cloud Artificial Intelligence ...",2021/9/28,positive,0.47346875
628,Microsoft (MSFT) Stock on Pace for 11th Straight Positive ...,2021/9/29,negative,-0.90128565
629,"Tech CEOs Ponder Mars, Microsoft in Beverly Hills",2021/9/29,neutral,0.023061477
630,Microsoft Releases Its Purview Data Governance Tool on Azure,2021/9/29,neutral,0.41053963
631,Microsoft's dealmaking prowess,2021/10/4,neutral,0.4399102
632,Microsoft M12 Investor Shares His 5 Tips for Founders ...,2021/10/4,neutral,0.1625943
633,Watch Microsoft Launches Fresh-Faced Windows 11,2021/10/5,neutral,0.18232594
634,Microsoft Will Allow More Repair Shops After Activist Protests,2021/10/7,negative,-0.89107287
635,Microsoft Will Allow More Repair Shops After Activist Protests,2021/10/7,negative,-0.89107287
636,EU questions Microsoft rivals over Teams integration in Office,2021/10/8,neutral,0.083833374
637,Microsoft Says Pact Lets Ex-Amazon Executive Begin New Role,2021/10/11,neutral,0.031893503
638,AWS Needs to Partner With Software Firms to Compete ...,2021/10/11,positive,0.833306
639,Women at Microsoft Describe Facing Discrimination: Internal ...,2021/10/12,negative,-0.7353646
640,"1,200 Microsoft Employees Leaked Their Salaries in a ...",2021/10/12,negative,-0.79539865
641,Microsoft's Project Turing Is Building AI to Rival Google and ...,2021/10/12,neutral,0.011429351
642,Microsoft Agrees to Human Rights Review in Deals With Law ...,2021/10/13,neutral,0.3215124
643,Cisco (CSCO) Wants to Pull a Microsoft (MSFT) and Embrace ...,2021/10/13,neutral,0.059813768
644,"Shopify enlists Microsoft, Oracle for business tools on app",2021/10/13,neutral,0.14261681
645,"Microsoft to shut down LinkedIn in China, cites 'challenging ...",2021/10/14,positive,0.88499683
646,"U.S. Army pushes back date on Microsoft goggles, affirms ...",2021/10/14,neutral,0.008870244
647,How Satya Nadella Reshaped Microsoft's Social Network,2021/10/15,positive,0.77758265
648,Microsoft (MSFT) Stock Hits New Record High,2021/10/18,positive,0.90989625
649,Microsoft exec confronted Bill Gates over inappropriate emails: WSJ,2021/10/18,neutral,-0.4549264
650,Microsoft Xbox Mini Fridge Preorder Sells Out in 15 Minutes,2021/10/19,neutral,0.040122107
651,"Nine Database Companies Taking on Oracle, Microsoft, and IBM",2021/10/21,neutral,0.1353147
652,Latest Russian cyberattack targeting hundreds of U.S. ...,2021/10/25,neutral,0.10276046
653,29 Lawyers Leading M&a Deals for Companies Like Disney ...,2021/10/25,neutral,0.06610066
654,Microsoft Could Again Unseat Apple as Most Valuable Company,2021/10/26,positive,0.9211608
655,"Microsoft sees cloud business growth, but supply woes ...",2021/10/26,positive,0.7720702
656,Microsoft MIT Blackjack Whiz Accused of Treating Women ...,2021/10/26,neutral,0.20041984
657,Most-Valuable Listed Company: Microsoft (MSFT) Trails ...,2021/10/27,positive,0.8999832
658,Microsoft nearly overtakes Apple as most valuable company,2021/10/27,positive,0.7000118
659,"Cyclicals drag S&P 500 lower; Microsoft, Alphabet keep ...",2021/10/27,positive,0.9019444
660,I Landed a Job at Microsoft Thanks to My LinkedIn Profile,2021/10/27,neutral,-0.07004009
661,Microsoft Stock Sale Prompts Transparency Questions for a ...,2021/10/27,neutral,-0.029912908
662,Microsoft Launches Campaign to Fill 250000 Cybersecurity Jobs,2021/10/28,negative,-0.424585
663,Age of Empires Is Part of Microsoft's Bid to Conquer the PC ...,2021/10/28,neutral,-0.020054389
664,Google Earnings: Google Cloud Won't Beat AWS or Microsoft ...,2021/10/28,negative,-0.66608465
665,World's Most Valuable Stock: Microsoft (MSFT) to Overtake ...,2021/10/29,negative,-0.9544556
666,Microsoft Signs Deal for Major Manhattan Offices on Fifth ...,2021/10/29,positive,0.81918377
667,"Gilstrap discloses potential Microsoft, Walmart conflicts in ...",2021/10/29,negative,-0.9254185
668,Microsoft to work with community colleges to fill 250000 cyber ...,2021/10/29,neutral,0.4518543
669,"Move over Apple, Microsoft now the world's most valuable ...",2021/10/29,negative,-0.9620056
670,"Microsoft brings S&P 500, Nasdaq back into record territory",2021/10/29,negative,-0.1641565
671,"Sega, Microsoft explore cloud gaming alliance",2021/11/1,neutral,0.15937036
672,Microsoft Tests Its Own Corporate Metaverse for Early 2022 ...,2021/11/2,neutral,0.1458709
673,"Yahoo Pulls Out of China, Following Microsoft's LinkedIn in ...",2021/11/2,negative,-0.89292216
674,Microsoft rolls out new tech to connect its cloud to rivals,2021/11/2,positive,0.83397734
675,Microsoft Names Dohmke CEO of Code-Sharing Platform ...,2021/11/3,neutral,0.08563436
676,Microsoft Email Says Abnormal 'Misrepresented' Azure Cloud ...,2021/11/5,negative,-0.9135507
677,Microsoft Xbox Chief Is Looking for Acquisitions in Social ...,2021/11/9,positive,0.7115389
678,Facebook's work app Workplace to integrate with Microsoft ...,2021/11/10,neutral,0.07515707
679,How Notion Can Take on Microsoft Office 365 and Loop,2021/11/10,neutral,0.07106587
680,"Leaked Microsoft Data Lists Engineer Pay in Azure, Office ...",2021/11/12,neutral,-0.19939561
681,Microsoft investors seek details on Bill Gates misconduct allegations,2021/11/13,neutral,0.08924693
682,Microsoft Surprises Gamers With 'Halo Infinite' Multiplayer ...,2021/11/15,neutral,0.07433875
683,Microsoft Opens Three Swedish Data Hubs Using Only Green ...,2021/11/15,neutral,0.37374076
684,"Google, AWS, Microsoft Quietly Use 3rd Parties to Work With ...",2021/10/4,neutral,0.42927194
685,Microsoft and Bayer Team Up to Make Digital Tools for ...,2021/11/17,positive,0.7548746
686,"Amazon Cloud CEO Tweaks Strategy Amid Microsoft, Google ...",2021/11/17,positive,0.778537
687,Leaked Microsoft Data Shows Reported Pay for Software ...,2021/11/17,neutral,-0.06352678
688,"Microsoft, VMware, SAP Partnering With Former IBM Services ...",2021/11/19,negative,-0.88769215
689,How to turn on Microsoft Word's dark mode,2021/11/19,neutral,0.020529762
690,Microsoft shared the 1999 letter from its failed bid to buy Nintendo,2021/11/24,neutral,0.16131689
691,Apple (AAPL) and Microsoft (MSFT) May Get Pricier Due to ...,2021/11/29,positive,0.9044111
692,Morgan Stanley Builds Research Portal on Microsoft Azure ...,2021/11/29,neutral,0.052132763
693,Investors Call on Microsoft to Reassess Sexual-Harassment ...,2021/11/30,negative,-0.9279461
694,"The Future of Work Is Digital, Says Microsoft's Haupter",2021/11/30,positive,0.52496636
695,Microsoft shareholders back proposal seeking report on ...,2021/11/30,neutral,-0.0032898043
696,Microsoft Shareholders Vote for an Annual Report on Sexual ...,2021/11/30,positive,0.5990329
697,Crowdstrike CEO: Microsoft's Software Causes Cyber Security ...,2021/12/7,neutral,-0.00026799183
698,U.S. settles with Microsoft over immigration-related ...,2021/12/7,negative,-0.49827304
699,Google Cloud Targets AWS and Microsoft With New Products ...,2021/12/8,neutral,-0.22950809
700,Google Cloud Targets AWS and Microsoft With New Products ...,2021/12/8,neutral,-0.22950809
701,Microsoft leads $27 mln early-stage funding in crypto startup ...,2021/12/9,positive,0.82518995
702,"Microsoft, Robinhood look to recruit fired Better.com staff",2021/12/9,negative,-0.9233413
703,"Amazon, Microsoft, and Google's Clouds Working Harder to ...",2021/12/9,neutral,0.029609608
704,EXCLUSIVE Microsoft's $16 billion Nuance bid set for EU ...,2021/12/10,positive,0.9206711
705,Microsoft offered to bring top Xbox games to iPhone and Apple said no,2021/12/10,neutral,0.097254895
706,UK antitrust regulator looks into Microsoft's $16 bln Nuance deal,2021/12/13,positive,0.90963906
707,"Nintendo Switch, Microsoft's Xbox outsold PlayStation 5 in November",2021/12/13,neutral,0.05960949
708,Microsoft (MSFT) Loses $100 Billion in Value Tuesday,2021/12/14,negative,-0.965227
709,Watch Microsoft's Young on Strategic Partnerships,2021/12/15,neutral,0.075857654
710,"Here's how much Microsoft pays senior roles, engineers, and more",2021/12/15,negative,-0.938886
711,Microsoft's Bing suspends auto suggest function in China at ...,2021/12/16,negative,-0.6879227
712,Apple and Microsoft Stocks Suffer Their Worst Week in Months,2021/12/17,negative,-0.965234
713,How to use Together Mode in Microsoft Teams,2021/12/17,neutral,0.06854441
714,"Microsoft, Tesla Fuel ESG Gains for 32-Year-Old Fidelity Fund",2021/12/20,positive,0.86748296
715,AT&T (T) Sells Xandr to Microsoft (MSFT) in Retreat From ...,2021/12/21,negative,-0.38931507
716,"Microsoft, Apple Suppliers Exposed in Australia Anti-Slavery ...",2021/12/21,negative,-0.86938727
717,AT&T to sell Xandr ad unit to Microsoft,2021/12/21,neutral,0.07672455
718,Microsoft's $16 billion Nuance bid gets EU antitrust approval,2021/12/21,positive,0.91943693
719,AT&T sells adtech firm Xandr to Microsoft,2021/12/21,positive,0.7721085
720,"How Customers Push Amazon, Microsoft, and Google Clouds ...",2021/12/23,neutral,0.24711014
721,"Microsoft, GM, Google pull out of CES citing omicron surge",2021/12/24,negative,-0.9628225
722,"Microsoft joins Google, Amazon, others in canceling in-person ...",2021/12/25,neutral,-0.21181335
723,"Microsoft, Didi, Applied UV",2021/12/29,positive,0.9137105
724,The UK's CMA May Jeopardize Microsoft's Latest Acquisition,2021/12/29,negative,-0.83369756
725,"Microsoft, AmEx pledge not to fund 'Sedition Caucus' members",2022/1/5,neutral,0.26764435
726,Microsoft and Alphabet Are Set for Worst Week Since the Start ...,2022/1/7,negative,-0.93846935
